reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,clean_content
c75300a5-7ba9-48af-be9a-bca7248dbbee,Rijal fikri fikri,https://play-lh.googleusercontent.com/a/ACg8ocIUqF5es8B4j6wihy3dpzjmCz24XARNAPzR2kJZ7lieAZ_gQQ=mo,M Rijal fikri kisaran Asahan,5,0,,2024-12-06 19:23:35,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Rina",2024-12-07 02:21:12,,positif,m rijal fikri kisar asah
8bfd2352-fc58-407c-b9aa-98f2997d81f7,Dian Kristiani,https://play-lh.googleusercontent.com/a/ACg8ocIfQRybb7OTiEuqf_rUZwZaJ4t3is-CviXi8Z2XtEZL1gZaAw=mo,memudahkan pembelian tiket dengan banyak cara pembayarannya. terima kasih TIX ID,5,0,3.12.0,2024-12-06 08:07:18,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2024-12-06 08:09:59,3.12.0,positif,mudah beli tiket banyak cara bayar terima kasih tix id
298bd892-4af6-4ce5-a129-e656f5f8db52,Nabil Dzulfiqar,https://play-lh.googleusercontent.com/a-/ALV-UjXQbcA5uJ_zjnZv6XAurDctMP8JYZZj3hE4vjzgM5zsUvYt_i8,"Saya ingin aplikasi ini di tambah fitur terbaik nya dan promo promo di kasih free aplikator dan pembayaran di sediain cash aplikasi nya semoga semakin maju,sukses dan memberikan manfaat buat masyarakat aplikator semoga bisa mempermudah",5,14,3.12.0,2024-12-05 08:08:21,"Hi TIX Hunter, terima kasih atas review & saran yang diberikan. tentunya akan menjadi pertimbangan kami kedepannya. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di bioskop kesayangan Anda. Jika memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi kami melalui email di help@tix.id. Terima kasih/Miko",2024-12-05 08:12:22,3.12.0,positif,ingin aplikasi tambah fitur baik promo promo kasih free aplikator bayar ain cash aplikasi moga makin majusukses beri manfaat buat masyarakat aplikator moga mudah
0de5414f-bef5-4d52-a770-683840013fc8,No Shin,https://play-lh.googleusercontent.com/a-/ALV-UjVS2vKz1J2IB_KYOMFX9nkV1pmJzewkAdihOzXrvHDoRSDYIGMp,👍,5,0,3.11.0,2024-12-05 02:37:20,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Rina",2024-12-05 02:43:25,3.11.0,positif,
ea135da3-8fe8-441c-a090-4f88965d08b0,Yasykur HM,https://play-lh.googleusercontent.com/a-/ALV-UjVSVcLhDOTxHY91f_bvO2j61MwFhahuNhaZCzyZzol1vTHhysEJ,nice,4,0,3.12.0,2024-12-04 13:31:08,"Hi TIX Hunter, thank you for your review. Hopefully, TIX ID can be your favorite choice to buy movie tickets at your favorite cinema. If you have any questions, please get in touch with our Customer Service e-mail at help@tix.id. Thank you/Miko",2024-12-04 13:34:24,3.12.0,positif,nice
4925b5d7-c9be-43aa-88ac-3fd266046a86,Zaalfa Aulia,https://play-lh.googleusercontent.com/a-/ALV-UjX_fUNT1k_dSj3MpglxDmgOAVodLNIZ-MwBGC4iWcOP-Rkm-pE,ok,5,0,3.11.0,2024-12-03 12:07:24,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-12-03 12:20:38,3.11.0,positif,ok
a69d176f-3a2b-4ff6-bcd0-eaa5facb90e8,Wiwid Widianto,https://play-lh.googleusercontent.com/a-/ALV-UjU_ScH9Rbsiys1ntZVITk-R73kKNpWD0M2wuSikqKGv_8lizI9qtA,Top,5,0,3.3.1,2024-12-01 05:54:19,"Hi TIX Hunter, thank you for your review. Hopefully, TIX ID can be your favorite choice to buy movie tickets at your favorite cinema. If you have any questions, please get in touch with our Customer Service e-mail at help@tix.id. Thank you/Bagas",2024-12-01 06:39:37,3.3.1,positif,top
bc10e260-28f0-461a-990d-7e98904ff526,Dody Frangki SH MH,https://play-lh.googleusercontent.com/a-/ALV-UjWmfQb5dqMRYGw9z_NnDGvGXvIyscIrSeHDCFEb2VPmiC9DmIiR,bagus,5,0,3.11.0,2024-12-01 03:05:41,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2024-12-01 03:14:32,3.11.0,positif,bagus
5765c370-a8f5-4d8e-9904-9a59b39cd1b0,Rizki Suryatna,https://play-lh.googleusercontent.com/a-/ALV-UjWF0VY-RyuoHa3LZkpLRyDHLcYDr5hJYc00_3NTYfGDOMquJyA,"Tiap kali mau buka selalu kaga bisa, lama hapus juga nih aplikasi kaga guna",1,1,3.12.0,2024-11-30 05:01:31,"Hi TIX Hunter, mohon maaf atas ketidaknyamanannya. Mohon untuk lakukan tips berikut yaitu clear data terlebih dahulu lalu nyalakan airplane mode beberapa saat. Setelah itu Anda dapat mencoba kembali. Jika masih terkendala, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-30 06:18:47,3.12.0,negatif,tiap kali mau buka selalu kaga lama hapus juga nih aplikasi kaga guna
7749df18-30b5-4927-a62e-00a67c60f427,Yesica Nouv,https://play-lh.googleusercontent.com/a-/ALV-UjUXqAHVH_R-XDTvYc6o2S6BKA_SHfKov7du8u6vWb_BtP35PXdi,sgt mudah,5,0,3.12.0,2024-11-30 04:17:23,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-30 04:18:52,3.12.0,positif,sgt mudah
0d4671ff-f125-403f-b84b-aefe0d5db023,lina khairuddin,https://play-lh.googleusercontent.com/a/ACg8ocLvUwRniH38TDDotkrjBxApge2w2ZGQz0-AjsFI9U3Hno44xw=mo,aplikasi ini memudahkan beli tiket tanpa antri lagi... kerenn,5,0,3.12.0,2024-11-29 01:55:35,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-29 03:03:44,3.12.0,positif,aplikasi mudah beli tiket tanpa antri kerenn
09c8463f-9b47-4480-86a8-327672ab6860,dhea Maulidya,https://play-lh.googleusercontent.com/a-/ALV-UjXyO5mm0u7wOG8cijTtcet9W9U7gSpkRbi7PWgWt9EEN6iBfdw,guud,5,0,3.10.0,2024-11-28 11:34:58,"Hi TIX Hunter, thank you for your review. Hopefully, TIX ID can be your favorite choice to buy movie tickets at your favorite cinema. If you have any questions, please get in touch with our Customer Service e-mail at help@tix.id. Thank you/Bagas",2024-11-28 11:41:07,3.10.0,positif,guud
723f911d-54d3-48f9-98a5-d9419a53f982,Muhammadridho Ridho,https://play-lh.googleusercontent.com/a-/ALV-UjW3I6ZpUB8hH5uSrn16vZJn-3UUiM3sM3WHqw-5ufYY7npF0sRJ,goid,5,0,3.12.0,2024-11-28 05:49:38,"Hi TIX Hunter, thank you for your review. Hopefully, TIX ID can be your favorite choice to buy movie tickets at your favorite cinema. If you have any questions, please get in touch with our Customer Service e-mail at help@tix.id. Thank you/Bagas",2024-11-28 05:56:22,3.12.0,positif,goid
a780eb6f-57b7-465e-bace-7b31b027bff6,Cholisoh Habil,https://play-lh.googleusercontent.com/a-/ALV-UjWIH-8N3-yKibumC5cuy4WkWSYmRcbVmlP_nJ585rnw9wKEJA0,lebih mudah,5,0,3.11.0,2024-11-28 04:41:43,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-28 04:46:49,3.11.0,positif,lebih mudah
d943830e-519d-496a-b718-ac7348c8dc41,Alvin Sanjaya,https://play-lh.googleusercontent.com/a-/ALV-UjUBsKUfOaXCkyJ8DpoUPnEhkW_rVbKyLGpMVwSX0rNMh40AARsX,Sangat membantu dan tidak perlu repot antri beli tiket lagi.,5,0,3.12.0,2024-11-27 23:31:20,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-28 02:56:24,3.12.0,positif,bantu perlu repot antri beli tiket
28f2273e-2079-4432-80bf-3f3424467a9d,Febriyani Anandas (pebiiii),https://play-lh.googleusercontent.com/a-/ALV-UjUVWfcpDRDSiQiWA8x810nfmmteVQQnwLqEAsWNJ4_f9lSmVyrg,film nya seru bgt,5,0,3.11.0,2024-11-27 10:56:59,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-27 11:06:00,3.11.0,positif,film seru bgt
94d2df52-4a0d-4916-b473-40905d6d995c,r.andjas saleh,https://play-lh.googleusercontent.com/a-/ALV-UjW66XV32G0wwu1kaZM0WcpvSgG4fxwcqlSerJMzD9Jw8PiVFg,Sangat membantu,5,0,3.12.0,2024-11-27 08:04:39,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-27 09:05:11,3.12.0,positif,bantu
40d61dee-ae85-4491-bec0-afd96d3dbe1e,BARA Zaydan,https://play-lh.googleusercontent.com/a-/ALV-UjW-6yCo4cWiR1K7_ylGqri-PNasrZGUSdLD9IsKPzrPAi1hQQ931w,Sangat bagus mempermudah pembelian tiket di bioskop Samarinda jadi cepat gampang deh jadi nggak susah jadi enggak susah,5,0,,2024-11-27 07:41:06,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Mikko",2024-11-27 08:58:26,,positif,bagus mudah beli tiket bioskop samarinda jadi cepat gampang deh jadi susah jadi enggak susah
d345c6f8-ee05-4cea-b08e-fd888dbf576a,Muhammad HelmiAlfurqon,https://play-lh.googleusercontent.com/a/ACg8ocJx-Pwa613Pym3-_jhM-3OxOWhlqhZjXE8rbRDN2g060VsY3w=mo,Promo nya masih kurang banyak..,4,0,3.12.0,2024-11-27 07:35:13,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasi/Miko",2024-11-27 08:50:39,3.12.0,positif,promo masih kurang banyak
191800e5-5d60-4436-8f95-521275ff547d,Wahyu Nita,https://play-lh.googleusercontent.com/a-/ALV-UjV4yCbYGjNAhGNetAXhtRfpKRShykJ6N3tbpONHEoSpPSTSrXk,mantab kurang buy 1 get 1 aja,4,0,3.12.0,2024-11-27 05:08:53,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-27 05:13:34,3.12.0,positif,mantab kurang buy get
bc5d51cb-50ee-4f00-a216-71561e0965f8,Lorenzo Andreas,https://play-lh.googleusercontent.com/a-/ALV-UjVUf_HMXftVZEkPeOHGSTpp2BLSe5mh9aJDngIpmNgiHtgeBlk5,"Sering kalau mau beli tiket tempat duduk masih banyak kosong, tetapi ketika pilih tempat duduk ga bisa, loading terus. Berkali-kali seperti itu. Pas coba kesekian kalinya rupanya tempat duduk udh hampir penuh. Ini gimana sistemnya? Awal2 pake tix-id real-time kondisi berapa jumlah tempat duduk saat mau pilih. Tapi masa iya dari kosong ke hampir penuh gak sampe 1 menit. Jadinya mau gamau pilih tempat duduk didepan yg tersisa.",2,4,3.12.0,2024-11-26 13:02:04,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon berkenan mengirimkan detailnya kepada kami melalui email di help@tix.id agar dapat kami lakukan pengecekan lebih lanjut. Terima kasih/Bagas",2024-11-26 13:22:22,3.12.0,negatif,sering mau beli tiket tempat duduk masih banyak kosong tetapi ketika pilih tempat duduk loading terus berkalikali seperti pas coba sekian kali rupa tempat duduk hampir penuh gimana sistem awal pake tixid realtime kondisi berapa jumlah tempat duduk mau pilih masa iya kosong hampir penuh gak sampe menit jadi mau gamau pilih tempat duduk depan sisa
05835a97-3215-4988-b382-5e87f90458f4,Helda Wodani,https://play-lh.googleusercontent.com/a/ACg8ocIMoldhsN35BwWCjlSv35DWn6DGGaxTNvQdaf-7LGQVRQJLVw=mo,Mudah dan cepat,5,0,3.12.0,2024-11-26 07:58:22,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2024-11-26 08:01:41,3.12.0,positif,mudah cepat
d088abed-b5eb-4208-854d-057828b3b80f,rasminah,https://play-lh.googleusercontent.com/a-/ALV-UjXVOllsRHHcnX50KDm2eI0sBlq__paz_QcNDpI4STPbmYolGFkG,keren sih aplikasi ini,5,0,3.12.0,2024-11-26 03:48:43,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Rina",2024-11-26 04:25:18,3.12.0,positif,keren sih aplikasi
24cb8f10-9c54-4022-95bb-c2924bc4a647,Muh Arief Alamsyah,https://play-lh.googleusercontent.com/a-/ALV-UjW099oss6SwD1Ls2DzCFCj8X5-hVLV6akUmLSAgkbMhqSPOzAOC,Mantap,5,0,3.12.0,2024-11-25 20:37:41,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Rina",2024-11-26 02:37:26,3.12.0,positif,mantap
b57e6472-058d-4f9a-8fa2-964c97cff3a6,Euis Herlina,https://play-lh.googleusercontent.com/a/ACg8ocIMXDt2rjv2DrfgKBPFd7RXQb0RWd_K5yeHwMo-xW0N8Vw40Q=mo,(opsional)☺️,4,0,,2024-11-25 10:41:52,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2024-11-25 10:45:49,,positif,opsional
8fe83347-05c8-4e5b-9ea1-cb40f58ad31f,Yorgen Rumi,https://play-lh.googleusercontent.com/a-/ALV-UjUttxxS0DC5y7fKd8-zfw3muxeiJBON25SuFCoUqYXM9Ox5eoGI,the best,5,0,3.10.0,2024-11-24 04:48:49,"Hi TIX Hunter, thank you for your review. Hopefully, TIX ID can be your favorite choice to buy movie tickets at your favorite cinema. If you have any questions, please get in touch with our Customer Service e-mail at help@tix.id. Thank you/Rina",2024-11-24 05:29:50,3.10.0,positif,the best
744690fd-4dfe-4921-b8e0-109815c2ba13,Manih Mubarok,https://play-lh.googleusercontent.com/a-/ALV-UjV9T2PkIYdbfkQV0bIj9oLw6_fLiymK_goZA4Xr2P80fIiWXuo,keren mantap,5,0,3.12.0,2024-11-23 06:45:08,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Bagas",2024-11-23 06:54:35,3.12.0,positif,keren mantap
e7ad64dc-8173-4fca-83bb-06b291fef19e,Tiara Ramadhani,https://play-lh.googleusercontent.com/a/ACg8ocLsWWMB5ZsyfFXPTS4GCDRYaYXOew9GM7H3v-3u-6O66XiAyA=mo,"belom coba si, tapi komentar nya sangat memuaskan insyaallah setelah digunakan memuaskan yaa",5,0,,2024-11-22 08:15:13,"Hi TIX Hunter, terima kasih atas review yang diberikan. Semoga TIX ID bisa menjadi pilihan utama untuk pembelian tiket nonton di jaringan bioskop kesayangan Anda. Jika Anda memiliki pertanyaan lainnya, mohon berkenan untuk menghubungi Customer Service kami melalui email di help@tix.id. Terima kasih/Miko",2024-11-22 08:17:45,,positif,bom coba si komentar muas insyaallah guna muas yaa
d2421ceb-0c93-454a-91e8-80c095d6676b,Rafid Musof,https://play-lh.googleusercontent.com/a-/ALV-UjVXGJR9wy-5QAtSs6Q7evonnwAm_KRdD7pKFZPw30VmUINrpMHp,kenapa loadingnya lama?,1,0,3.12.0,2024-11-22 06:05:59,"Hi TIX Hunter, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon berkenan mengirimkan detailnya kepada kami melalui email di help@tix.id agar dapat kami lakukan pengecekan lebih lanjut. Terima kasih/Bagas",2024-11-22 06:09:46,3.12.0,negatif,kenapa loadingnya lama
